"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11"
"1056",1063,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1057",1064,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2016-12-22,2017-03-22,"16/17",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058",1065,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2016-12-22,2017-03-22,"16/17",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059",1066,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2016-12-22,2017-03-22,"16/17",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060",1067,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",1,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",1068,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1062",1069,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",2,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1070,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",1071,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG  Uai","chc",3,2016-12-22,2017-03-22,"16/17",3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1072,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG  Uai","chc",1,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066",1073,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG  Uai","chc",2,2016-12-22,2017-03-22,"16/17",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067",1074,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG  Uai","chc",4,2016-12-22,2017-03-22,"16/17",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1075,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1076,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070",1077,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",2,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071",1078,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",3,2016-12-22,2017-03-22,"16/17",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",1079,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",2,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1080,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",3,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1081,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",4,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1082,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",1,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",1083,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",2,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1077",1084,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",4,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA
"1078",1085,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",3,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,1,1,NA,NA,NA,NA,NA,NA,NA
"1079",1086,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",1,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,1.8,1.8,NA,NA,NA,NA,NA,NA,NA
"1080",1087,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2016-12-22,2017-03-22,"16/17",1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1081",1088,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1082",1089,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083",1090,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",1,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084",1091,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 45-2F-293P","chc",1,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1085",1092,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 45-2F-293P","chc",3,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1086",1093,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 45-2F-293P","chc",4,2016-12-22,2017-03-22,"16/17",0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1087",1094,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 45-2F-293P","chc",2,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",1095,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",3,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1089",1096,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",2,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1097,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",1,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",1098,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",4,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092",1099,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 125-20A-520","chc",2,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",1100,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 125-20A-520","chc",4,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1094",1101,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 125-20A-520","chc",3,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1095",1102,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 125-20A-520","chc",1,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",1103,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 90-4A-160","chc",4,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1097",1104,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 90-4A-160","chc",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1098",1105,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 90-4A-160","chc",1,2016-12-22,2017-03-22,"16/17",0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1099",1106,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 90-4A-160","chc",3,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",1107,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",1108,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2016-12-22,2017-03-22,"16/17",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102",1109,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",2,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",1110,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",1,2016-12-22,2017-03-22,"16/17",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",1111,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1105",1112,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,2016-12-22,2017-03-22,"16/17",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",1113,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2016-12-22,2017-03-22,"16/17",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",1114,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2016-12-22,2017-03-22,"16/17",1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",1115,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1109",1116,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1110",1117,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",1118,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",1119,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",3,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,1,1,NA,NA,NA,NA,NA,NA,NA
"1113",1120,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,1.2,1.2,NA,NA,NA,NA,NA,NA,NA
"1114",1121,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,1.2,1.2,NA,NA,NA,NA,NA,NA,NA
"1115",1122,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",1123,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1117",1124,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1118",1125,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",1,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119",1126,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,2016-12-22,2017-03-22,"16/17",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",1127,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1121",1128,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1122",1129,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",3,2016-12-22,2017-03-22,"16/17",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1123",1130,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",1131,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2016-12-22,2017-03-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",1132,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1126",1133,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1127",1134,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1128",1135,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",1136,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1130",1137,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA
"1131",1138,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",3,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",1139,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1133",1140,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1134",1141,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1135",1142,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",3,2016-12-22,2017-03-22,"16/17",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",1143,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1137",1144,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1138",1145,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",3,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"1139",1146,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140",1147,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1141",1148,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2016-12-22,2017-03-22,"16/17",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142",1149,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"1143",1150,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",1,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144",1151,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",3,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1145",1152,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1146",1153,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",1,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"1147",1154,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",2,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
